rank_tier,cwid,name,primary_title,primary_department,confirmed_pubs,active_pi_grants,max_pub_impact
E_tail,"lsm9006","Laura Munoz Arcos","Assistant Professor of Medicine","Medicine",13,0,42.0
E_tail,"sek9028","Sydney Katz","Assistant Professor of Clinical Medicine","Medicine",13,0,47.0
E_tail,"ans9326","Ankur Srivastava","Assistant Professor of Clinical Anesthesiology","Anesthesiology",13,0,63.0
E_tail,"des2037","Derek M Shore","Lecturer in Systems and Computational Biomedicine","Systems and Computational Biomedicine",13,0,34.0
E_tail,"mam2080","Mai A. Mahmoud","Associate Professor of Teaching in Medicine","Medicine",13,0,45.0
E_tail,"amk9080","Amrin Khander","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",13,0,42.0
E_tail,"dip9063","Di Pan","Assistant Professor of Clinical Medicine","Medicine",13,0,63.0
E_tail,"pwilner","Philip J Wilner","Professor of Clinical Psychiatry","Psychiatry",13,0,55.0
E_tail,"hal4035","Hansen Lam","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",13,0,40.0
E_tail,"ajs9039","Amos Shemesh","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",13,0,66.0
E_tail,"jes9343","Jennifer Soo Hoo","Associate Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",13,0,38.0
C_active_PI,"hab4003","Hallie Brown","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",12,1,45.0
E_tail,"kei4004","Kenji Ikemura","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",12,0,59.0
E_tail,"osp9003","Osvaldas Pranevicius","Assistant Professor of Clinical Anesthesiology","Anesthesiology",12,0,32.0
E_tail,"pdb2003","Paul Dylan Barone","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",12,0,42.0
E_tail,"jsh9012","John Steven Harrington","Assistant Professor of Clinical Medicine","Medicine",12,0,58.0
E_tail,"jee9054","Jonathan Elias","Assistant Professor of Clinical Pediatrics","Pediatrics",12,0,58.0
E_tail,"jes4028","Jennifer Shum","Assistant Professor of Clinical Neurology","Neurology",12,0,55.0
E_tail,"ayb4003","Ayisha Brielle Buckley","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,62.0
E_tail,"sml9026","Storm Liebling","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",12,0,
E_tail,"jgo2002","Jennie G. Ono","Associate Professor of Clinical Pediatrics","Pediatrics",12,0,60.0
E_tail,"jtg9003","J. Travis Gossey","Assistant Professor of Clinical Medicine","Medicine",12,0,58.0
E_tail,"jkw7001","Joanna Kathleen Weeks","Assistant Professor of Clinical Radiology","Radiology",12,0,55.0
E_tail,"qim4003","Qian Ma","Assistant Professor of Cell Biology Research in Pediatrics","Pediatrics",12,0,62.0
E_tail,"ana9156","Anna Alperovich","Assistant Professor of Medicine","Medicine",12,0,65.0
E_tail,"ann4025","Anna Najor","Instructor in Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,52.0
E_tail,"jsample","Jason M. Sample","Assistant Professor of Clinical Surgery","Surgery",12,0,36.0
E_tail,"deg9071","Deanna Gerber","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,40.0
E_tail,"jeb9271","Jeremy Berman","Assistant Professor of Clinical Medicine","Medicine",12,0,32.0
E_tail,"acg2005","Asia Cordelia Gobourne","Assistant Professor of Clinical Medicine","Medicine",12,0,44.0
E_tail,"jes9188","Jessica E. Scholl","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,57.0
E_tail,"sjh2006","Sarah H. Van Tassel","Associate Professor of Ophthalmology","Ophthalmology",12,0,62.0
E_tail,"edp2014","Edwin Patino","Instructor in Medicine","Medicine",12,0,60.0
E_tail,"dhb2003","Dhristie Bhagat","Assistant Professor of Pediatrics","Pediatrics",12,0,40.0
E_tail,"sdm4001","Sahar Mohammed","Assistant Professor of Medicine","Medicine",12,0,
E_tail,"mdh4002","Matthew Harrington","Associate Professor of Clinical Medicine (Pending Appointment at Rank)","Medicine",12,0,28.0
E_tail,"mmf9003","Meghann M. Fitzgerald","Assistant Professor of Clinical Anesthesiology","Anesthesiology",12,0,50.0
E_tail,"elv9025","Emilie Vander Haar","Assistant Professor of Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,57.0
E_tail,"noc4001","Nora Chokr","Assistant Professor of Medicine","Medicine",12,0,30.0
E_tail,"prs9057","Pritha Subramanyam","Assistant Professor of Clinical Medicine","Medicine",12,0,57.0
E_tail,"cmf2004","Christopher M Foglia","Assistant Professor of Clinical Surgery","Surgery",12,0,54.0
E_tail,"jul4017","Julianne Lauring","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,40.0
E_tail,"eje9005","Edward J. Ebani","Assistant Professor of Clinical Radiology","Radiology",12,0,52.0
E_tail,"tar4015","Tamar Reisman","Assistant Professor of Clinical Medicine","Medicine",12,0,
E_tail,"bez2005","Benjamin Zebley","Assistant Professor of Clinical Psychiatry","Psychiatry",12,0,76.0
E_tail,"jow9039","Joshua Weaver","Assistant Professor of Clinical Neurology","Neurology",12,0,58.0
E_tail,"mss2006","Michael S. Samuel","Assistant Professor of Clinical Medicine","Medicine",12,0,38.0
E_tail,"srb9023","Sarah Barenbaum","Assistant Professor of Clinical Medicine","Medicine",12,0,40.0
E_tail,"jhr7001","Jhansi Reddy","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,
E_tail,"kat2001","Kalliope Tsirilakis","Assistant Professor- Clinical","Pediatrics",12,0,
E_tail,"emf9038","Emily Fessler","Assistant Professor of Clinical Medicine","Medicine",12,0,
E_tail,"roj9069","Rochelle Joly","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",12,0,65.0
E_tail,"aia9015","Aiya Aboubakr","Assistant Professor of Medicine","Medicine",12,0,42.0
E_tail,"mhm9004","Mhd Abdallah Mahrous","Assistant Professor of Ophthalmology","Ophthalmology",12,0,41.0
E_tail,"map9313","Markus Plate","Assistant Professor of Clinical Medicine","Medicine",12,0,63.0
E_tail,"sjl2003","Samuel LaRussa - Interventional Radiology","Assistant Professor of Clinical Radiology","Radiology",12,0,29.0
E_tail,"anj4014","Anjana Jagpal","Assistant Professor of Psychology in Clinical Pediatrics","Pediatrics",12,0,34.0
C_active_PI,"bek9059","Benjamin Kleaveland","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",11,3,48.0
C_active_PI,"hek4004","Heejong Kim","Instructor of Artificial Intelligence in Radiology","Radiology",11,1,65.0
C_active_PI,"mel2013","Meng Li","Assistant Professor of Research in Pharmacology","Pharmacology",11,1,70.0
C_active_PI,"knb9006","Kristin Berger","Instructor in Medicine","Medicine",11,1,
E_tail,"ror2032","Ro-Jay Reid","Assistant Professor of Medicine","Medicine",11,0,45.0
E_tail,"lys2005","Lynn Shi","Assistant Professor of Ophthalmology","Ophthalmology",11,0,55.0
E_tail,"dag4023","Daniela Guevara","Instructor in Medicine","Medicine",11,0,
E_tail,"hhd4001","Husain Danish","Instructor in Neurology","Neurology",11,0,44.0
E_tail,"djd7003","Denis Donovan","Assistant Professor of Clinical Pediatrics","Pediatrics",11,0,35.0
E_tail,"degoldsc","Dan E Goldschlag","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",11,0,22.0
E_tail,"alj9048","Alexandra Jimenez","Associate Professor of Clinical Pathology and Laboratory Medicine (Pending Appointment at Rank)","Pathology and Laboratory Medicine",11,0,40.0
E_tail,"rmg9005","Ramon Gist","Assistant Professor of Clinical Pediatrics","Pediatrics",11,0,
E_tail,"jas2050","Jennifer Salant","Assistant Professor of Clinical Pediatrics","Pediatrics",11,0,40.0
E_tail,"gua4004","Gulcan Akgul","Assistant Professor of Research in Neuroscience","Brain and Mind Research",11,0,47.0
E_tail,"hay9009","Harout Yacoub","Assistant Professor of Clinical Medicine","Medicine",11,0,
E_tail,"hhh9006","Hai Hoang","Assistant Professor of Clinical Neurology","Neurology",11,0,47.0
E_tail,"reb9095","Rebecca Berger","Assistant Professor of Medicine","Medicine",11,0,48.0
E_tail,"mhdinner","Miles H Dinner","Professor of Clinical Anesthesiology","Anesthesiology",11,0,
E_tail,"chw2019","Chien-Huan Weng","Instructor in Pharmacology","Pharmacology",11,0,73.0
E_tail,"djh2004","Daniel Joseph Holzwanger","Assistant Professor of Clinical Radiology","Radiology",11,0,35.0
E_tail,"shh4004","Shauna Lee Houlihan","Assistant Professor of Research in Systems and Computational Biomedicine","Systems and Computational Biomedicine",11,0,65.0
E_tail,"ibk9003","Ian B. Kwok","Assistant Professor of Clinical Medicine","Medicine",11,0,53.0
E_tail,"rem4010","Rebekah Joy Mennies","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",11,0,56.0
E_tail,"ges2016","Georges Sylvestre","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",11,0,
E_tail,"stm9010","Stephen Merola","Assistant Professor of Clinical Surgery","Surgery",11,0,
E_tail,"khz3001","Khaled Mohamed Zamel","Associate Professor of Clinical Pediatrics","Pediatrics",11,0,27.0
E_tail,"haw4011","Hannah Welch Sykes","Assistant Professor of Psychology in Clinical Pediatrics","Pediatrics",11,0,52.0
E_tail,"jgc2001","Jim Gonzalez Castellanos","Assistant Professor of Anesthesiology","Anesthesiology",11,0,50.0
E_tail,"nim9131","Nikita Malakhov","Assistant Professor of Clinical Medicine","Medicine",11,0,42.0
E_tail,"kij9022","Jihye Kim","Assistant Professor of Psychiatry","Psychiatry",11,0,56.0
E_tail,"mdd7003","Madeleine Drusin","Assistant Professor of Otolaryngology","Otolaryngology Head and Neck Surgery",11,0,52.0
E_tail,"maw9215","Marissa Weber","Assistant Professor of Clinical Anesthesiology","Anesthesiology",11,0,54.0
E_tail,"gbb4001","Guillermo Burgos Barragan","Instructor in Pharmacology","Pharmacology",11,0,75.0
E_tail,"rlf4002","Rebecca Fine","Assistant Professor of Clinical Dermatology","Dermatology",11,0,
E_tail,"jus9032","Julia B Sobol","Associate Professor of Clinical Anesthesiology","Anesthesiology",11,0,37.0
E_tail,"syr9014","Claire Davenport","Assistant Professor of Clinical Medicine","Medicine",11,0,
E_tail,"kag9148","Katharina Graw-Panzer","Associate Professor of Clinical Pediatrics","Pediatrics",11,0,36.0
E_tail,"aln9061","Alana Nguyen","Assistant Professor of Medicine","Medicine",11,0,34.0
E_tail,"jcooke","Joseph T Cooke","Associate Professor of Clinical Medicine","Medicine",11,0,63.0
E_tail,"zrt9002","Robert Jeffrey Silver","Assistant Professor of Clinical Medicine","Medicine",11,0,
E_tail,"geb9031","George Chengxi Bao","Assistant Professor of Clinical Medicine","Medicine",11,0,34.0
E_tail,"shm2024","Shlomo Minkowitz","Assistant Professor of Clinical Radiology","Radiology",11,0,
E_tail,"bsh2002","Ben Huang","Assistant Professor of Neuroscience in Psychiatry","Psychiatry",11,0,65.0
E_tail,"cya4002","Cynthia Arvizo","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",11,0,
E_tail,"dah2006","David C Helfgott","Assistant Professor of Clinical Medicine","Medicine",11,0,38.0
E_tail,"atn4004","Anh Thuy Nguyen - Urology","Assistant Professor of Urology","Urology",11,0,
E_tail,"olp7004","Olga Rozental","Assistant Professor of Clinical Anesthesiology","Anesthesiology",11,0,58.0
E_tail,"stk2005","Stanislav Kholmanskikh","Assistant Professor of Research in Neuroscience","Brain and Mind Research",11,0,40.0
E_tail,"jeb4033","Jennifer Bayly","Assistant Professor of Medicine","Medicine",11,0,52.0
C_active_PI,"cdb9006","Christopher David Brown","Assistant Professor of Medicine","Medicine",10,1,58.0
E_tail,"jaw9089","Jamie Winter","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",10,0,33.0
E_tail,"ctl7002","Chanel Ligon","Assistant Professor of Clinical Medicine","Medicine",10,0,36.0
E_tail,"tcp2003","Tara Pilato","Instructor in Clinical Emergency Medicine","Emergency Medicine",10,0,45.0
E_tail,"afh9005","Andrea Heras","Assistant Professor of Clinical Pediatrics","Pediatrics",10,0,75.0
E_tail,"amk2005","Amal Khidir","Associate Professor of Pediatrics","Pediatrics",10,0,
E_tail,"boy2004","Boyuan Yan","Assistant Professor of Research in Systems and Computational Biomedicine","Systems and Computational Biomedicine",10,0,60.0
E_tail,"mia2016","Michael J. Alfonzo","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",10,0,40.0
E_tail,"ipl9001","Isaac Phillip Lowenwirt","Associate Professor of Clinical Anesthesiology","Anesthesiology",10,0,
E_tail,"ryw4005","Ryan Anthony Williams","Assistant Professor of Otolaryngology","Otolaryngology Head and Neck Surgery",10,0,
E_tail,"aml9005","Andy M. Lee","Assistant Professor of Clinical Surgery","Surgery",10,0,40.0
E_tail,"paa2655","Panagiota Andreopoulou","Assistant Professor of Clinical Medicine","Medicine",10,0,30.0
E_tail,"woz9003","Judy Hayek","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",10,0,
E_tail,"dal9152","Daniel Levitan","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",10,0,57.0
E_tail,"rlc7004","Rose Carlson","Instructor in Medicine","Medicine",10,0,37.0
E_tail,"jsc9012","Jose Scarpa Carniello","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",10,0,42.0
E_tail,"dip4011","Diana Punko","Assistant Professor of Clinical Psychiatry","Psychiatry",10,0,58.0
E_tail,"brb2019","Bruna Babic","Assistant Professor of Clinical Surgery","Surgery",10,0,
E_tail,"erk9007","Ericalyn Kasdorf","Associate Professor of Clinical Pediatrics","Pediatrics",10,0,34.0
E_tail,"sag9193","Sandeep Gangireddy","Assistant Professor of Clinical Medicine","Medicine",10,0,
E_tail,"fam9025","Felicia Ann Mendelsohn Curanaj","Assistant Professor of Clinical Medicine","Medicine",10,0,54.0
E_tail,"juc9063","June M. Chan","Associate Professor of Clinical Anesthesiology","Anesthesiology",10,0,55.0
E_tail,"brs2023","Brandon Swed","Assistant Professor of Clinical Medicine","Medicine",10,0,61.0
E_tail,"ecm9010","Erin Mulvey","Assistant Professor of Medicine","Medicine",10,0,57.0
E_tail,"taa4025","Taweevat Assavapokee","Assistant Professor of Medicine","Medicine",10,0,45.0
E_tail,"cac2059","Carolina Cocito","Instructor of Neuroscience in Neurological Surgery","Neurological Surgery",10,0,63.0
E_tail,"tas2012","Tara Shah","Assistant Professor of Clinical Medicine","Medicine",10,0,30.0
E_tail,"geh9036","Georgina Hartzell","Assistant Professor of Clinical Psychiatry","Psychiatry",10,0,55.0
E_tail,"vig4013","Victoria Garland","Assistant Professor of Medicine","Medicine",10,0,38.0
E_tail,"pam9025","Paul Magda","Assistant Professor of Clinical Neurology","Neurology",10,0,35.0
E_tail,"tew2004","Terrie Rose Wheeler","Librarian","Library",10,0,32.0
E_tail,"niw9062","Ningxin Wan","Assistant Professor of Clinical Medicine","Medicine",10,0,
C_active_PI,"ams4007","Amrita Singh","Assistant Professor of Microbiology and Immunology","Microbiology and Immunology",9,1,54.0
E_tail,"jej9086","Jennifer Jantz","Assistant Professor of Medicine","Medicine",9,0,
E_tail,"ngb9002","Nicholas Brown","Assistant Professor of Clinical Medicine","Medicine",9,0,
E_tail,"mrs7001","Matthew Smith-Raska","Assistant Professor of Pediatrics","Pediatrics",9,0,
E_tail,"olc9018","Olivia Cheng","Assistant Professor of Clinical Surgery","Surgery",9,0,42.0
E_tail,"aad4005","Anna Dattoli","Instructor of Molecular Biology in Medicine","Medicine",9,0,55.0
E_tail,"kat2022","Karen Tang","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",9,0,39.0
E_tail,"ems9035","Emily Storch","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",9,0,
E_tail,"tme2002","Tanya Michaele Ellman","Assistant Professor of Clinical Medicine","Medicine",9,0,
E_tail,"chp4022","Christina Pardo","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",9,0,44.0
E_tail,"ivl9003","Inna V. Landres","Assistant Professor of Obstetrics and Gynecology","Obstetrics and Gynecology",9,0,48.0
E_tail,"alm9077","Alicia Mecklai","Assistant Professor of Medicine","Medicine",9,0,56.0
E_tail,"ada4017","Aditya Attiguppe Ashok","Assistant Professor of Medicine","Medicine",9,0,37.0
E_tail,"aim4006","Aimee Morrison","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",9,0,52.0
E_tail,"rdp2001","Raymond D Pastore","Assistant Professor of Medicine","Medicine",9,0,34.0
E_tail,"lpk9001","Lawrence Kiss","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",9,0,
E_tail,"kac9091","Kimberley Ann Chien","Associate Professor of Clinical Pediatrics","Pediatrics",9,0,53.0
E_tail,"eic9024","Eileen Linda Chang","Assistant Professor of Ophthalmology","Ophthalmology",9,0,54.0
E_tail,"amp9061","Altaf Pirmohamed","Assistant Professor of Clinical Medicine","Medicine",9,0,60.0
E_tail,"mim9329","Melina Manolas","Assistant Professor of Clinical Medicine","Medicine",9,0,
E_tail,"cmv2002","Carlos M Vaamonde","Assistant Professor of Clinical Medicine","Medicine",9,0,
E_tail,"jab9155","Jaclyn H. Bonder","Associate Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",9,0,
E_tail,"daf4006","David Fernandez","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",9,0,
E_tail,"mar2051","Mahrukh Syeda Rizvi","Assistant Professor of Medicine","Medicine",9,0,
E_tail,"jrf9008","John Ferrarone","Assistant Professor of Medicine","Medicine",9,0,60.0
E_tail,"awi2001","Aouatef Ismail Chouchane","Assistant Professor of Research in Dermatology","Dermatology",9,0,45.0
E_tail,"ros4035","Rong Shen","Instructor in Neuroscience","Brain and Mind Research",9,0,48.0
E_tail,"dac9234","Daniel Choi","Instructor in Medicine","Medicine",9,0,70.0
E_tail,"hol4006","Honghai Liu","Assistant Professor of Bioengineering in Pediatrics","Pediatrics",9,0,57.0
E_tail,"rop9151","Roger Patron Lozano","Assistant Professor of Clinical Surgery","Surgery",9,0,40.0
E_tail,"euj4002","Eulho Jung","Adjunct Associate Professor of Instructions Systems Technology Teaching in Medicine (pending appointment at rank)","Medicine",9,0,
E_tail,"qpn9001","Jane Gui","Assistant Professor of Clinical Anesthesiology","Anesthesiology",9,0,
E_tail,"ctg9006","Fiona Gispen","Instructor in Medicine","Medicine",9,0,
E_tail,"sdr9007","Steven Rosenblatt","Assistant Professor of Otolaryngology","Otolaryngology Head and Neck Surgery",9,0,36.0
E_tail,"asn4004","Arathi Nandyala","Assistant Professor of Clinical Neurology","Neurology",9,0,42.0
E_tail,"prt9011","Priyanka Tiwari","Assistant Professor of Clinical Pediatrics","Pediatrics",9,0,68.0
E_tail,"yiz9009","Ying Zhang","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",9,0,
E_tail,"mis9035","Miran W Salgado","Assistant Professor of Clinical Neurology","Neurology",9,0,37.0
E_tail,"ejl9009","Eugene Lucas","Assistant Professor of Clinical Medicine","Medicine",9,0,56.0
E_tail,"htv9003","Alison Schonberger","Assistant Professor of Clinical Radiology","Radiology",9,0,
E_tail,"amr9094","Amanda Rosen","Instructor in Medicine","Medicine",9,0,40.0
E_tail,"ant4037","Anthony Therattil","Assistant Professor of Clinical Medicine","Medicine",9,0,
C_active_PI,"ypc4001","Yazmin Carrasco","Assistant Professor of Education Research in Pharmacology","Pharmacology",8,1,
E_tail,"dft9001","George Song-Zhao","Assistant Professor of Clinical Dermatology","Dermatology",8,0,
E_tail,"ced2005","Cecilia D. Hayes","Assistant Professor of Clinical Radiology","Radiology",8,0,
E_tail,"bje9003","Brett Jared Ehrmann","Assistant Professor of Clinical Medicine","Medicine",8,0,42.0
E_tail,"ruc4002","Revathy Chottekalapanda","Assistant Professor of Neuroscience in Psychiatry","Psychiatry",8,0,60.0
E_tail,"err2010","Erin Rieger","Instructor in Medicine","Medicine",8,0,
E_tail,"kvy9001","Katherine Yao","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",8,0,42.0
E_tail,"mac9673","Mark Curato","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",8,0,
E_tail,"zhs2004","Zhenzhen Shi","Assistant Professor of Clinical Psychiatry","Psychiatry",8,0,44.0
E_tail,"cad7015","Christina Del Guzzo","Assistant Professor of Clinical Dermatology","Dermatology",8,0,58.0
E_tail,"shb9167","Shreena Shah","Assistant Professor of Clinical Radiology","Radiology",8,0,44.0
E_tail,"cob9016","Corrado Baratti","Assistant Professor of Clinical Radiology","Radiology",8,0,
E_tail,"agm9023","Nicole Goulet","Assistant Professor of Surgery","Surgery",8,0,36.0
E_tail,"hem2018","Heather Rose Martin","Assistant Professor of Veterinary Medicine in Microbiology and Immunology","Microbiology and Immunology",8,0,56.0
E_tail,"wif9031","Wing Kay Fok","Assistant Professor of Obstetrics and Gynecology","Obstetrics and Gynecology",8,0,42.0
E_tail,"rer9013","Rebecca Ascunce","Assistant Professor of Clinical Medicine","Medicine",8,0,56.0
E_tail,"jnh9006","Julen Harris","Assistant Professor of Clinical Pediatrics","Pediatrics",8,0,55.0
E_tail,"lum2003","Luca Milone","Associate Professor of Surgery (Pending Appointment at Rank)","Surgery",8,0,
E_tail,"lsg2003","Lee Solomon Gottesdiener","Instructor in Medicine","Medicine",8,0,46.0
E_tail,"kao9006","Karin Ouchida","Assistant Professor of Medicine","Medicine",8,0,
E_tail,"kip4006","Kiran Pandey","Instructor in Pharmacology","Pharmacology",8,0,61.0
E_tail,"bgw4001","Brian Wiener","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",8,0,
E_tail,"lim3004","LiJun Mi","Associate Professor of Clinical Medicine","Medicine",8,0,
E_tail,"ecl2001","Edward C. Lai","Associate Professor of Clinical Ophthalmology","Ophthalmology",8,0,
E_tail,"fjt9002","Alyssa Conigliaro","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",8,0,24.0
E_tail,"dgm9002","Dev Girish Mehta","Associate Professor of Clinical Neurology","Neurology",8,0,54.0
E_tail,"alg9113","Alexander Gavlin","Assistant Professor of Clinical Radiology","Radiology",8,0,49.0
E_tail,"cpn2002","Cody Patrick Nolan","Instructor in Medicine","Medicine",8,0,37.0
E_tail,"jeb3008","Jorge Baquero","Instructor in Pharmacology","Pharmacology",8,0,45.0
E_tail,"mal9250","Maria Lame","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",8,0,58.0
E_tail,"mdkatz","Melissa D Katz","Assistant Professor of Clinical Medicine","Medicine",8,0,54.0
E_tail,"sap4041","Sarah Ellen Perelman","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",8,0,
E_tail,"coo9022","Chukwuma Onyebeke","Assistant Professor of Medicine","Medicine",8,0,56.0
E_tail,"nxc9001","Adina Haramati","Assistant Professor of Clinical Radiology","Radiology",8,0,
E_tail,"ros9248","Roy Smetana","Assistant Professor of Clinical Psychiatry","Psychiatry",8,0,44.0
E_tail,"djb9004","David Bodnar","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",8,0,58.0
E_tail,"tmd9004","Tessa Marie Delcarmen","Assistant Professor of Medicine","Medicine",8,0,34.0
E_tail,"jsp9004","Jeremy Samuel Pick","Assistant Professor of Anesthesiology","Anesthesiology",8,0,
E_tail,"met9032","Megan Toal","Assistant Professor of Clinical Pediatrics","Pediatrics",8,0,44.0
E_tail,"dpe2002","David Edasery","Assistant Professor - Clinical","Radiology",8,0,52.0
E_tail,"spj9003","Samuel Francis Ruder","Assistant Professor of Medicine","Medicine",8,0,38.0
E_tail,"bflye","Barbara L. Flye","Associate Professor of Psychology in Clinical Psychiatry","Psychiatry",8,0,47.0
E_tail,"jhg9003","Jamieson Hart Greenwald","Assistant Professor of Obstetrics and Gynecology in Clinical Radiology","Radiology",8,0,
E_tail,"abw9012","Alyson Weiner","Assistant Professor of Pediatrics","Pediatrics",8,0,55.0
C_active_PI,"jus9143","Julia Scarpa","Assistant Professor of Anesthesiology","Anesthesiology",7,1,35.0
C_active_PI,"mem9211","Matthew McCarty","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",7,1,65.0
E_tail,"lsombrot","Lisa B. Sombrotto","Assistant Professor of Clinical Psychiatry","Psychiatry",7,0,45.0
E_tail,"pap9072","Paul Petrakos","Assistant Professor of Ophthalmology","Ophthalmology",7,0,
E_tail,"bme9001","Brian M. Eiss","Assistant Professor of Medicine","Medicine",7,0,43.0
E_tail,"agk9011","Anton G Kelly","Assistant Professor of Surgery","Surgery",7,0,
E_tail,"sat4023","Sarah Thappa","Instructor in Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",7,0,
E_tail,"ajc2006","Anthony J. Choi","Assistant Professor of Medicine","Medicine",7,0,56.0
E_tail,"ehi4001","Ehsan Izadmehr","Instructor in Medicine","Medicine",7,0,
E_tail,"jil4035","Jimin Lee","Assistant Professor of Pediatrics","Pediatrics",7,0,44.0
E_tail,"sie9007","Hwai Ooi","Assistant Professor of Clinical Neurology","Neurology",7,0,55.0
E_tail,"aum9022","Auja McDougale","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",7,0,50.0
E_tail,"lis9110","Liana Senaldi","Assistant Professor of Pediatrics","Pediatrics",7,0,52.0
E_tail,"rkp9004","Rohan Panchamia","Assistant Professor of Clinical Anesthesiology","Anesthesiology",7,0,56.0
E_tail,"nep9024","Nekee Pandya","Assistant Professor of Clinical Medicine","Medicine",7,0,55.0
E_tail,"ris9083","Rivka Sachdev","Assistant Professor of Clinical Neurology","Neurology",7,0,
E_tail,"kas7010","Katherine Simon","Assistant Professor of Clinical Radiology","Radiology",7,0,52.0
E_tail,"mak9268","Mashal Khan","Assistant Professor of Clinical Psychiatry","Psychiatry",7,0,45.0
E_tail,"ald9111","Alexander Drelick","Assistant Professor of Clinical Medicine","Medicine",7,0,30.0
E_tail,"mse2002","Maha S Elnashar","Lecturer in Population Health Sciences","Population Health Sciences",7,0,
E_tail,"jeh4028","Jessie Huang","Assistant Professor of Clinical Medicine","Medicine",7,0,
E_tail,"mis9312","Michael Segal","Assistant Professor of Clinical Surgery","Surgery",7,0,
E_tail,"til4028","Tiffany Lu","Assistant Professor of Clinical Medicine","Medicine",7,0,
E_tail,"alm9268","Alina Masters-Israilov","Assistant Professor of Clinical Neurology","Neurology",7,0,
E_tail,"til9042","Tiffany Lin","Assistant Professor of Clinical Anesthesiology","Anesthesiology",7,0,40.0
E_tail,"chl4041","Calley Levine","Assistant Professor of Medicine","Medicine",7,0,
E_tail,"all2017","Allison Levy","Assistant Professor of Clinical Radiology","Radiology",7,0,55.0
E_tail,"stb9054","Sheida Tabaie","Associate Professor of Clinical Anesthesiology","Anesthesiology",7,0,40.0
E_tail,"kah9190","Karam Habchi","Assistant Professor of Clinical Anesthesiology","Anesthesiology",7,0,42.0
E_tail,"miy9030","Michele Yeung","Assistant Professor of Clinical Medicine","Medicine",7,0,57.0
E_tail,"wih3001","William Huang","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",7,0,
E_tail,"ask7003","Alexander Samuel Kane","Assistant Professor of Clinical Psychiatry","Psychiatry",7,0,
E_tail,"has4032","Hassan Rafic Saleh","Instructor in Clinical Medicine","Medicine",7,0,44.0
E_tail,"alb2022","Allison Boester","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",7,0,
E_tail,"anf9193","Kuntal Chowdhary","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",7,0,55.0
